Project Name,Price,Client,State,OCID,Year,Status,Award Date,Location
Enginnering and Project Management  on Conversion of the cardiac and renal centre into an infectious Disease Treatment Isolation,"5,467,500.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202123224637,2020.0,,Not Available,Not Available
"Facility Management inclusive of infectious Disease Cleaning and Janitorial Services, Security, Diesel Consumption ,Minor Repairs on Conversion of the cardiac and renal centre into an infectious Disease Treatment Isolation","35,000,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202150143008,2020.0,,Not Available,Not Available
Construction Works and Repairs on Conversion of the cardiac and renal centre into an infectious Disease Treatment Isolation,"80,000,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202100136740,2020.0,,Not Available,Not Available
"Artisitic/Psychosocial Intervention for Covid-19 Patients at IDH Facility, Yaba","7,400,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202186862057,2020.0,,Not Available,Not Available
Establishment and Compesation for the Lagos State Covid-19 Response Think Tank,"7,000,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202112876226,2020.0,,Not Available,Not Available
Travelling Expenses of Honourable Commissioner (Health) and Special Assistance to a meeting with the National Covid-19 Taskforce in Abuja,"560,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202176852426,2020.0,,Not Available,Not Available
Payment of  Airtime and Internet Modem,"460,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202183820248,2020.0,,Not Available,Not Available
Hazard Allowance to Medical House Officers and Other Interns in Lagos State University Teaching Hospital,"4,800,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202177371036,2020.0,,Not Available,Not Available
"Procurement of Equipment and Reagents to aid Covid-19 Patient/Suspect Management at Mainland Hospital, Hospital,Yaba","4,681,662.93",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202120173122,2020.0,,Not Available,Not Available
Provision of Meals for Health Personnel working in Covid-19 Response at the Agindingbi Isolation Centre,"13,950,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202144842067,2020.0,,Not Available,Not Available
Provision of Meals for Health Personnel working in Covid-19 Response at the Agindingbi Isolation Centre,"20,700,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202151046685,2020.0,,Not Available,Not Available
Development of a Lagos State Emergency Response Technology Solution-Covid-19 Response,"120,000,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202186268074,2020.0,,Not Available,Not Available
Civic Engagement Activities towards Sustained awareness and vigilance on Covid -19 Outbreak,"35,000,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202127842231,2020.0,,Not Available,Not Available
Procurement of Medical Consumables ( Covid-19),"40,071,400.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202187834506,2020.0,,Not Available,Not Available
"Cost Implication of Creating massive Public awareness and Procuring the medical Equipment ,Medical Consumables and other essential materials for Mainland Hospital and all the Health facilities in the State, towards preventing and preparing for the emerging threats of novel corona virus and Lassa Fever.","81,548,450.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202112033736,2020.0,,Not Available,Not Available
Engagement of private Health Facilitilities in Corona Virus Diesease (Covid-19) Response in Lagos State,"23,750,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202177337552,2020.0,,Not Available,Not Available
Procurement of Medical Consumables,"27,715,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202115372071,2020.0,,Not Available,Not Available
Request for approval of funds for preparedness and response to Coronavirus and LASSA Fever outbreak,"224,543,546.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202162443027,2020.0,,Not Available,Not Available
Request for funds to procure extraction kits for use in Lagos State Biobank,"25,078,675.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202175717452,2020.0,,Not Available,Not Available
"Conduct of Various Activities to Aid Covid-19 patient/Suspect Management at Mainland Hospital,Yaba","10,392,457.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202138665843,2020.0,,Not Available,Not Available
"Request for funds for additional special verifocal IP POE CCTV cameras dedicated to monitor inside ICU and supply/installation of 5KWATTS (6.25KVA) inverter and 19.2KWH ESS backup at ICU Centre, Mainland Hospital","2,968,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202111521225,2020.0,,Not Available,Not Available
Request for funds for the provision of meals for Health Personnel working in Covid-19 Response,"25,500,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202170201534,2020.0,,Not Available,Not Available
Request for funds to facilitate Covid readiness and response structures for Shomolu General Hospital,"31,482,242.33",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202128860177,2020.0,,Not Available,Not Available
Procurement of Medical Consumables,"198,120,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202137803417,2020.0,,Not Available,Not Available
"Procurement of Lopinavir/Ritonavir 200MG/50MG Tablets for additional 2,000 Covid-19 Patients in the State Treatment Centres","22,000,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202152174118,2020.0,,Not Available,Not Available
Implementation of Media Civil Society Organizations Stakeholders Sensitization  on Covid-19,"2,472,500.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202180785865,2020.0,,Not Available,Not Available
Expansion of Covid-19 call Center Services,"6,708,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202136046812,2020.0,,Not Available,Not Available
Request for approval of funds for response and control of Covid-19 outbreak,"95,079,299.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202176552074,2020.0,,Not Available,Not Available
"Approval request for eviction of illegal occupants and demolition of Staff Quarters at Mainland Hospital, Yaba","12,700,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202142535611,2020.0,,Not Available,Not Available
Emergency preparedness for emerging threats of Novel Corona Virus (2019-nCOV) and Lassa Fever,"97,578,950.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202160350226,2020.0,,Not Available,Not Available
Implementation of Enlightenment Sensitiation Campaign on COVID-19,"4,900,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202152847768,2020.0,,Not Available,Not Available
Procurement of additional special verification IP.POE CCTV cameras,"2,968,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202137256088,2020.0,,Not Available,Not Available
Procurement of extraction kits for use in Lagos State,"25,078,675.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202132282588,2020.0,,Not Available,Not Available
Lagos State Emergency Technology Solution COVID 19 Response.,"120,000,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202127358034,2020.0,,Not Available,Not Available
Allowances due to various categories of health workers involved in COVID 19 for the month of May 2020.,"213,456,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202134632341,2020.0,,Not Available,Not Available
Meals for Health Personnel working in COVID 19 response,"25,500,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202153465776,2020.0,,Not Available,Not Available
Procurement of medical consumables,"30,055,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202173865760,2020.0,,Not Available,Not Available
Procurement of HEPA-CARE HC800FTF AIR PURIFICATION system in the Intensive Unit of Mainland Hospital,"2,700,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202184755136,2020.0,,Not Available,Not Available
Payment of consumables related to COVID 19,"87,807,113.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202183402622,2020.0,,Not Available,Not Available
Reimbursement of Imprest to Ministry of Health towards addressing COVID-19,"20,000,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202125048866,2020.0,,Not Available,Not Available
Fund to meet severe blood deficits during the COVID-19 Pandemic,"5,158,500.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202186886371,2020.0,,Not Available,Not Available
Purchase of interactive screen for teleconferencing for COVID-19 Response,"10,850,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202170405102,2020.0,,Not Available,Not Available
"Procurement and installation of CCTV cameras at unlimited internet at ICU centre, Mainland hospital Yaba.","2,568,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202176465185,2020.0,,Not Available,Not Available
Creative activities to change the narratives and destigmatization of the COVID-19 response (seed funding),"20,000,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202148528404,2020.0,,Not Available,Not Available
Operation at the quarantine centre in Badagry 8-13th April 2020,"4,600,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202136460285,2020.0,,Not Available,Not Available
Special Commendation for key players 6Nos at 2million per person,"12,000,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202110134213,2020.0,,Not Available,Not Available
Expansion of COVID-19 Call Centre Service for another 6 weeks,"8,893,484.41",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202183580158,2020.0,,Not Available,Not Available
Preparation of LUTH as isolation centre for COVID-19 patients admission,"10,000,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202187747288,2020.0,,Not Available,Not Available
Payment for a private call centre for 6weeks (Expansion of COVID-19 Call Centre Service),"6,708,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202111072107,2020.0,,Not Available,Not Available
Facilitation of COVID-19 readiness response structure for Somolu General Hospital,"31,482,242.33",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202166138861,2020.0,,Not Available,Not Available
Newborn screening programme for sickle cell disease in the State Healthcare facilities,"20,458,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202132137453,2020.0,,Not Available,Not Available
Procurement and distribution of essential life saving commodities,"78,500,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202131454688,2020.0,,Not Available,Not Available
Production of HEFAMMA Identification logo,"29,832,500.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202120562548,2020.0,,Not Available,Not Available
Rent of Office space for HEFAMMA,"26,322,500.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202164763100,2020.0,,Not Available,Not Available
Procurement of two 16 Seater Buses and a Toyota Hilux for monitoring of Health facilities,"40,000,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202180536700,2020.0,,Not Available,Not Available
Global Fund Support towards Ministry of Health to combat COVID-19,"104,800,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202167134260,2020.0,,Not Available,Not Available
Engagement of Health Connect 24x7 for management of containment of the COVID-19 Pandemic,"40,000,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202136310754,2020.0,,Not Available,Not Available
Allowance for Health Workers and Volunteers providing services for treatment of patients,"131,840,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202115516818,2020.0,,Not Available,Not Available
COVID-19 Documentary,"8,709,656.99",SINGING TREE FILMS,Lagos,ocds-5q8fsw-6202102816203,2020.0,,Not Available,Not Available
"Preparation and response to Coronavirus and Lassa Fever outbreak (Capacity building, repair of trucks, point of entry service, contact tracing, Laboratory training, HEFAMMA Allowance, medical consumables, sensitization etc)","200,000,000.00",MINISTRY OF HEALTH (HQ),Lagos,ocds-5q8fsw-6202185801836,2020.0,,Not Available,Not Available
Proposed Construction of Hospital/Ibafon/Kudaisi  Streets in Ajeromi Ifelodun LGA,"1,148,820,454.49",ALPHA GOLD INTERNATIONAL LIMITED,Lagos,ocds-5q8fsw-6202113607718,2018.0,,Not Available,Not Available
"Lagos Bus Reform Project: Development of Depot at Oshodi, Anthony and Yaba (Tools and Equipment) (Reviewed contract sum)","602,345,656.11",GLOBALBRIDGE PROJECT LIMITED,Lagos,ocds-5q8fsw-6202111300403,2019.0,,Not Available,Not Available
Lagos Bus Reform Project: Development of Depot at Oshodi  (Fluctuation in Contract sum),"541,635,102.49",CIBA CONSTRUCTION COMPANY LIMITED,Lagos,ocds-5q8fsw-6202160382388,2020.0,,Not Available,Not Available
Establishment of temporary markets in schools,"75,000,000.00",MINISTRY OF AGRICULTURE,Lagos,ocds-5q8fsw-6202165366008,2020.0,,Not Available,Not Available
"Emergency Food Response programme  to COVID-19 for 100,000 households","520,000,000.00",MINISTRY OF AGRICULTURE,Lagos,ocds-5q8fsw-6202102170045,2020.0,,Not Available,Not Available
Procurement of Emergency food supply to major groups,"240,320,000.00",MINISTRY OF AGRICULTURE,Lagos,ocds-5q8fsw-6202126556704,2020.0,,Not Available,Not Available
Installation Syncronization of 800KVA generator with Transformer,"212,850,000.00",STARKFORD SOLUTIONS LIMITED,Lagos,ocds-5q8fsw-6202187584224,2020.0,,Not Available,Not Available
"Constsruction Works and Repairs at COVID-19 Treatment Center - Cardiac and Renal Center, Gbagada.","390,455,501.44",HK DESIGNS LIMITED,Lagos,ocds-5q8fsw-6202171268566,2020.0,,Not Available,Not Available
"Repair of 4Nos Ventilators, Headmodialysis System Dialog and Dialysis Beds, Multiparameter patinet monitors , defibrilators and NIBP apparatus.","46,300,000.00",ERALINK LIMITED,Lagos,ocds-5q8fsw-6202123605870,2020.0,,Not Available,Not Available
"Re-commisioning of Medical Gases Pipelines Supply Systems, including the Medical Air Plant/Gases Manifolds","26,507,487.00",ERALINK LIMITED,Lagos,ocds-5q8fsw-6202138166356,2020.0,,Not Available,Not Available
"Conversion and Utilization of Academy Guest House, Agidingbi Hotel to a COVID-19 Isolation /Treatment Center for Frontline Workers (Two Months)","25,000,000.00",LEXICON INTEGRATED LIMITED,Lagos,ocds-5q8fsw-6202116036627,2020.0,,Not Available,Not Available
"Facility Management of Finar isolation hotel, Ajara  Badagry","6,000,000.00",LEXICON INTEGRATED LIMITED,Lagos,ocds-5q8fsw-6202135703558,2020.0,,Not Available,Not Available
"Facility Management of DNA and Forensic Centre, Urgent Renovation Works","11,946,549.47",ASSET ENGINEERING CONSTRUCTION COMPANY LIMITED,Lagos,ocds-5q8fsw-6202185115835,2020.0,,Not Available,Not Available
"Facility Management of isolation hotels in Badagry            ( Sycamore Hotel and Mata Gardens Hotel, Badagry)","22,475,429.20",LEXICON INTEGRATED LIMITED,Lagos,ocds-5q8fsw-6202103328781,2020.0,,Not Available,Not Available
Armed Security Services (10 Personnel on 2 Shifts),"5,536,535.15",KSQUARE MULTIDIMENSIONAL LTD,Lagos,ocds-5q8fsw-6202164867401,2020.0,,Not Available,Not Available
Security Services and Barricades at Yaba Isolation Center,"12,379,692.60",KSQUARE MULTIDIMENSIONAL LTD,Lagos,ocds-5q8fsw-6202188458670,2020.0,,Not Available,Not Available
Provision of additional  4 Containers at Yaba Isolation Centre,"15,058,794.86",HK DESIGNS LIMITED,Lagos,ocds-5q8fsw-6202154418164,2020.0,,Not Available,Not Available
Renovation of Laboratory (Outpatient Clinic) at Yaba Isolation Centre,"72,466,751.92",URIEL PROPERTIES LIMITED,Lagos,ocds-5q8fsw-6202182875221,2020.0,,Not Available,Not Available
"Additional Works (Laundry Room, Additional 2 Wards, 4 Containers, Single Room Renovations, Doctors Lounge, Storage Containers, FM and Security Container, Single Rooms Holding area )","261,983,239.90",URIEL PROPERTIES LIMITED,Lagos,ocds-5q8fsw-6202125124602,2020.0,,Not Available,Not Available
"Six (6) Months Maintenance of the Mainland General Hopital , Yaba Isolation Center","47,201,895.36",VERICON BUILDING AND FACILITIES MANAGEMENT LIMITED,Lagos,ocds-5q8fsw-6202157882335,2020.0,,Not Available,Not Available
Moving Hospital Generator out of the Isolation area and rewiring including the new powerhouse,"28,442,781.00",URIEL PROPERTIES LIMITED,Lagos,ocds-5q8fsw-6202164266502,2020.0,,Not Available,Not Available
"Additional Works (X-ray Room, Isolation Rooms, 60KVA Generator for Isolation Centers, Fence Work)","87,831,995.38",URIEL PROPERTIES LIMITED,Lagos,ocds-5q8fsw-6202142633515,2020.0,,Not Available,Not Available
Emergency infection prevention and control training for personnel at the infectious disease centre,"5,618,380.00",DRASA HEALTH TRUST,Lagos,ocds-5q8fsw-6202151557705,2020.0,,Not Available,Not Available
"Renovation Works 2 Wards (Bio Bank Fence Gate, 2 Temporary Structures, Isolation 1 Building, Emergency Operations Centre, Isolation II Building)","91,960,569.92",URIEL PROPERTIES LIMITED,Lagos,ocds-5q8fsw-6202166061441,2020.0,,Not Available,Not Available
Training of volunteers for COVID-19 outbreak response batch 2,"20,000,000.00",HEALTH SERVICE COMMISSION,Lagos,ocds-5q8fsw-6202105676155,2020.0,,Not Available,Not Available
Advance fund for categories of Patients at our secondary health facilities in Lagos State,"82,000,000.00",HEALTH SERVICE COMMISSION,Lagos,ocds-5q8fsw-6202152131483,2020.0,,Not Available,Not Available
Indebtedness of indigent patients in the secondary healthcare facilities,"6,824,505.00",HEALTH SERVICE COMMISSION,Lagos,ocds-5q8fsw-6202144425307,2020.0,,Not Available,Not Available
Advance payment for diesel consumption at the secondary health facilities in the State,"76,500,000.00",HEALTH SERVICE COMMISSION,Lagos,ocds-5q8fsw-6202155678501,2020.0,,Not Available,Not Available
Training of Volunteers (Batch 3) for the COVID-19 outbreak response,"20,000,000.00",HEALTH SERVICE COMMISSION,Lagos,ocds-5q8fsw-6202100233115,2020.0,,Not Available,Not Available
Fund for capacity Building in critical care for Anaesthetic Staff during COVID-19 outbreak,"8,000,000.00",HEALTH SERVICE COMMISSION,Lagos,ocds-5q8fsw-6202172068652,2020.0,,Not Available,Not Available
"Supply of Goods and related services for Procurement of Seven Ambulance, Two Motorbikes and one Rescue Boat","782,325,225.00",INVERMAY LIMITED,Lagos,ocds-5q8fsw-6202177618235,2018.0,,Not Available,Not Available
Establishment of Forensic Toxicology Chemistry Section and Enhancement of Security other Sections of Lagos State DNA Forensic Centre-Phase 2 by Turnkey Project,"662,491,378.80",INTERNATONAL TECHNOLOGY SERVICES INTERNATIONAL C/O CONCURRENT TECHNOLOGIES AND SERVICES LIMITED,Lagos,ocds-5q8fsw-6202128565142,2018.0,,Not Available,Not Available
Supply of Goods and related Services for the procurement of two fire trucks and one Vacuum truck,"601,647,750.00",FORSMARK EQUIPMENTS,Lagos,ocds-5q8fsw-6202160422056,2018.0,,Not Available,Not Available
"Construction of Alimosho Elderly Care Centre, Igando-Ikotun LCDA Lagos State","505,568,099.97",BRINK CONSTRUCTION LIMITED,Lagos,ocds-5q8fsw-6202137717720,2018.0,,Not Available,Not Available
Construction Of Precast/Prestressed Concrete Dual Carriage Flyover and Ram at Pen Cinema Junction in Agege LGA,"24,143,801,789.39",HITECH CONSTRUCTION COMPANY LIMITED,Lagos,ocds-5q8fsw-6202138653164,2018.0,,Not Available,Not Available
"Constructions of Network Of Strategic Roads in Ojokoro  L.C.D.A ( Phase 11) Ifako - Ijaye L.G.A , In Lagos State","13,978,974,065.19",XENON CONSTRUCTION LIMITED,Lagos,ocds-5q8fsw-6202113534535,2018.0,,Not Available,Not Available
Construction of Phase 1 of the 32 Tonnes Per Hour Rice Mill at Imota,"2,983,928,780.73",CIBA CONSTRUCTION COMPANY LIMITED,Lagos,ocds-5q8fsw-6202103638688,2018.0,,Not Available,Not Available
"Supply of goods and related services for Procurement of Three Tow Trucks, One Excavator and 6 Sets of Light Rescue Equipment","1,011,596,982.00",ZEIST MACHINERIES EQUIPMENT CO.LIMITED,Lagos,ocds-5q8fsw-6202117357701,2018.0,,Not Available,Not Available
